knn; number components; acc score; f1 score; roc score; time
10,0000;1,0000;0,5730;0,5952;0,5721;6,0121
10,0000;1,0000;0,5620;0,5714;0,5618;8,0609
10,0000;1,0000;0,5474;0,5782;0,5461;4,9290
10,0000;1,0000;0,6131;0,6345;0,6122;4,1399
10,0000;1,0000;0,5766;0,5735;0,5771;8,8600
10,0000;1,0000;0,6204;0,6364;0,6198;6,4790
10,0000;1,0000;0,5584;0,5502;0,5591;8,0200
10,0000;1,0000;0,6350;0,6296;0,6357;4,0090
10,0000;1,0000;0,5584;0,5724;0,5579;8,3720
10,0000;1,0000;0,5146;0,5199;0,5146;5,1970
10,0000;1,0000;0,5766;0,5857;0,5764;5,2500
10,0000;1,0000;0,5876;0,6035;0,5870;8,4260
10,0000;1,0000;0,5584;0,5813;0,5575;5,6750
10,0000;1,0000;0,5912;0,5912;0,5915;6,7320
10,0000;1,0000;0,5839;0,6200;0,5821;6,0060
10,0000;1,0000;0,5985;0,6071;0,5983;7,8890
10,0000;1,0000;0,5985;0,6014;0,5987;5,4960
10,0000;1,0000;0,5876;0,5921;0,5876;6,7970
10,0000;1,0000;0,5511;0,5714;0,5503;7,7810
10,0000;1,0000;0,6387;0,6400;0,6389;6,4480
10,0000;1,0000;0,5474;0,5753;0,5463;6,9860
10,0000;1,0000;0,5803;0,5693;0,5811;4,0059
10,0000;1,0000;0,5730;0,5952;0,5721;7,6750
10,0000;1,0000;0,6058;0,6301;0,6047;8,0400
10,0000;1,0000;0,5949;0,6105;0,5943;9,9140
10,0000;1,0000;0,6131;0,6187;0,6131;6,4320
10,0000;1,0000;0,5803;0,5848;0,5803;7,6784
10,0000;1,0000;0,5365;0,5097;0,5380;4,4610
10,0000;1,0000;0,5292;0,5309;0,5294;10,0165
10,0000;1,0000;0,6058;0,6197;0,6053;7,2040
10,0000;1,0000;0,6058;0,6224;0,6052;4,6660
10,0000;1,0000;0,5657;0,6020;0,5640;4,9711
10,0000;1,0000;0,6131;0,6490;0,6112;5,3070
10,0000;1,0000;0,6131;0,6187;0,6131;10,2640
10,0000;1,0000;0,5985;0,6405;0,5963;4,9350
10,0000;1,0000;0,5803;0,5878;0,5802;7,7010
10,0000;1,0000;0,6168;0,6263;0,6165;5,8250
11,0000;1,0000;0,5730;0,5339;0,5751;6,1940
11,0000;1,0000;0,5693;0,5755;0,5693;6,4061
11,0000;1,0000;0,6204;0,6338;0,6199;7,7019
11,0000;1,0000;0,6350;0,6403;0,6350;3,5770
11,0000;1,0000;0,5474;0,5267;0,5487;5,1110
11,0000;1,0000;0,5328;0,5188;0,5337;6,4570
11,0000;1,0000;0,5985;0,6358;0,5966;9,6600
11,0000;1,0000;0,5657;0,5825;0,5651;4,0090
11,0000;1,0000;0,5912;0,6056;0,5907;4,0790
11,0000;1,0000;0,6204;0,6338;0,6199;5,9260
11,0000;1,0000;0,5146;0,5552;0,5128;6,5530
11,0000;1,0000;0,5584;0,5784;0,5576;3,8200
11,0000;1,0000;0,5912;0,5971;0,5912;9,5000
11,0000;1,0000;0,5693;0,5816;0,5690;8,1210
11,0000;1,0000;0,6642;0,6933;0,6625;8,2820
11,0000;1,0000;0,5839;0,6346;0,5812;7,9810
11,0000;1,0000;0,6387;0,6526;0,6381;6,4950
11,0000;1,0000;0,5730;0,6113;0,5711;4,4000
11,0000;1,0000;0,6095;0,6445;0,6076;4,3740
11,0000;1,0000;0,6277;0,6165;0,6287;6,3145
11,0000;1,0000;0,5401;0,5500;0,5399;8,8330
11,0000;1,0000;0,5912;0,5725;0,5925;3,5890
11,0000;1,0000;0,6387;0,6400;0,6389;5,4109
11,0000;1,0000;0,6131;0,6467;0,6114;7,4760
11,0000;1,0000;0,5766;0,6081;0,5752;4,3390
11,0000;1,0000;0,5949;0,6288;0,5932;8,8230
11,0000;1,0000;0,5547;0,5547;0,5550;6,9150
11,0000;1,0000;0,5073;0,5091;0,5075;7,5060
11,0000;1,0000;0,5584;0,5568;0,5587;5,8730
11,0000;1,0000;0,5912;0,6340;0,5890;9,4050
11,0000;1,0000;0,5401;0,5500;0,5399;6,9200
11,0000;1,0000;0,5620;0,5833;0,5612;4,7280
11,0000;1,0000;0,6058;0,6000;0,6064;5,3100
11,0000;1,0000;0,5912;0,6267;0,5894;5,6740
11,0000;1,0000;0,5365;0,5695;0,5351;9,4650
11,0000;1,0000;0,5511;0,5831;0,5497;8,2930
11,0000;1,0000;0,5876;0,5799;0,5883;8,0935
11,0000;1,0000;0,6131;0,6443;0,6115;6,4860
11,0000;1,0000;0,5912;0,5912;0,5915;3,4780
11,0000;1,0000;0,6314;0,6406;0,6311;6,3290
11,0000;1,0000;0,5584;0,5535;0,5589;6,3380
11,0000;1,0000;0,6277;0,6577;0,6261;4,7809
11,0000;1,0000;0,5803;0,6021;0,5794;8,7590
11,0000;1,0000;0,5511;0,6261;0,5470;7,2362
11,0000;1,0000;0,5839;0,5547;0,5857;7,4110
11,0000;1,0000;0,6131;0,6241;0,6128;3,6560
11,0000;1,0000;0,6095;0,6492;0,6073;6,5750
11,0000;1,0000;0,5876;0,5799;0,5883;5,9900
11,0000;1,0000;0,5547;0,5704;0,5542;5,2120
11,0000;1,0000;0,5876;0,5979;0,5873;4,8560
12,0000;1,0000;0,5766;0,5857;0,5764;4,3803
12,0000;1,0000;0,5474;0,5118;0,5493;6,1200
12,0000;1,0000;0,6131;0,6294;0,6125;6,0906
12,0000;1,0000;0,5803;0,5965;0,5797;5,8101
12,0000;1,0000;0,6314;0,6529;0,6303;6,4920
12,0000;1,0000;0,5803;0,5993;0,5795;4,7526
12,0000;1,0000;0,5730;0,5866;0,5725;3,7900
12,0000;1,0000;0,6095;0,5962;0,6105;5,4950
12,0000;1,0000;0,5730;0,5866;0,5725;3,7560
12,0000;1,0000;0,6058;0,6029;0,6063;7,5240
12,0000;1,0000;0,6569;0,6908;0,6549;8,4220
12,0000;1,0000;0,6168;0,6182;0,6170;4,8540
12,0000;1,0000;0,6058;0,6197;0,6053;6,3400
12,0000;1,0000;0,5657;0,5882;0,5648;6,8530
12,0000;1,0000;0,5584;0,5694;0,5581;5,7341
12,0000;1,0000;0,6058;0,6170;0,6055;7,6010
12,0000;1,0000;0,6241;0,6436;0,6232;5,1450
12,0000;1,0000;0,5949;0,5993;0,5949;4,4970
12,0000;1,0000;0,6095;0,6165;0,6094;4,7660
12,0000;1,0000;0,5766;0,6000;0,5756;5,6630
12,0000;1,0000;0,5912;0,6028;0,5909;9,6010
12,0000;1,0000;0,6204;0,6286;0,6203;5,8790
12,0000;1,0000;0,5839;0,6042;0,5831;8,7460
12,0000;1,0000;0,6022;0,6355;0,6005;6,3710
12,0000;1,0000;0,5949;0,5843;0,5957;3,9060
12,0000;1,0000;0,6387;0,6598;0,6376;5,4820
12,0000;1,0000;0,5949;0,5934;0,5953;9,2150
12,0000;1,0000;0,6350;0,6403;0,6350;3,7800
12,0000;1,0000;0,5730;0,6034;0,5716;6,5230
12,0000;1,0000;0,5876;0,5979;0,5873;7,9090
12,0000;1,0000;0,5839;0,5899;0,5839;7,4520
12,0000;1,0000;0,6314;0,6217;0,6322;6,0880
12,0000;1,0000;0,6241;0,6084;0,6253;5,2920
12,0000;1,0000;0,5730;0,5651;0,5737;8,2260
12,0000;1,0000;0,6314;0,6456;0,6308;6,2860
12,0000;1,0000;0,5474;0,5753;0,5463;5,0780
12,0000;1,0000;0,6241;0,6667;0,6216;7,5620
12,0000;1,0000;0,6350;0,6032;0,6371;4,7800
12,0000;1,0000;0,5912;0,6340;0,5890;3,9250
12,0000;1,0000;0,6058;0,6301;0,6047;4,9940
12,0000;1,0000;0,5547;0,5379;0,5558;4,5940
12,0000;1,0000;0,6131;0,6319;0,6123;4,2116
12,0000;1,0000;0,5730;0,5776;0,5730;7,7590
12,0000;1,0000;0,5657;0,5475;0,5668;5,7720
12,0000;1,0000;0,5584;0,5694;0,5581;4,3410
12,0000;1,0000;0,5657;0,6047;0,5638;4,3260
12,0000;1,0000;0,5803;0,5907;0,5800;3,9020
12,0000;1,0000;0,6423;0,6573;0,6417;5,2990
12,0000;1,0000;0,5839;0,5986;0,5834;3,1160
12,0000;1,0000;0,6058;0,6000;0,6064;5,1260
13,0000;1,0000;0,5766;0,5797;0,5768;6,0070
13,0000;1,0000;0,6095;0,6109;0,6097;6,2040
13,0000;1,0000;0,5839;0,5899;0,5839;4,7113
13,0000;1,0000;0,6204;0,6286;0,6203;5,8631
13,0000;1,0000;0,5839;0,6042;0,5831;4,0180
13,0000;1,0000;0,5839;0,5839;0,5842;4,9400
13,0000;1,0000;0,6350;0,6552;0,6341;4,5210
13,0000;1,0000;0,5985;0,6014;0,5987;4,6340
13,0000;1,0000;0,5657;0,5641;0,5660;3,5689
13,0000;1,0000;0,5949;0,5681;0,5965;5,3650
13,0000;1,0000;0,5876;0,6090;0,5867;3,9170
13,0000;1,0000;0,5401;0,5685;0,5390;4,5240
13,0000;1,0000;0,5438;0,5487;0,5438;5,5050
13,0000;1,0000;0,5803;0,5965;0,5797;3,9840
13,0000;1,0000;0,5912;0,6267;0,5894;6,4040
13,0000;1,0000;0,6277;0,6408;0,6272;6,8258
13,0000;1,0000;0,6314;0,6327;0,6316;4,9560
13,0000;1,0000;0,6168;0,6465;0,6152;4,3160
13,0000;1,0000;0,6277;0,6331;0,6277;3,4690
13,0000;1,0000;0,5876;0,5736;0,5886;5,6400
13,0000;1,0000;0,5620;0,5946;0,5606;4,8450
13,0000;1,0000;0,5365;0,5279;0,5372;3,9805
13,0000;1,0000;0,6460;0,6644;0,6451;5,4944
13,0000;1,0000;0,6095;0,6081;0,6099;6,3310
13,0000;1,0000;0,6277;0,6600;0,6260;3,2610
13,0000;1,0000;0,6241;0,6335;0,6238;4,8575
13,0000;1,0000;0,6131;0,6131;0,6134;4,3500
13,0000;1,0000;0,6277;0,6483;0,6268;7,3880
13,0000;1,0000;0,6314;0,6300;0,6318;3,5510
13,0000;1,0000;0,6241;0,6282;0,6241;4,9980
13,0000;1,0000;0,5693;0,5959;0,5682;6,2150
13,0000;1,0000;0,6058;0,6143;0,6057;5,5030
13,0000;1,0000;0,6387;0,6118;0,6405;6,4123
13,0000;1,0000;0,6022;0,6036;0,6024;5,4860
13,0000;1,0000;0,5912;0,5882;0,5917;3,8310
13,0000;1,0000;0,5693;0,5662;0,5698;6,7880
13,0000;1,0000;0,6241;0,6199;0,6246;4,4520
13,0000;1,0000;0,6058;0,6327;0,6045;6,6990
13,0000;1,0000;0,6387;0,6667;0,6372;4,8910
13,0000;1,0000;0,6095;0,6081;0,6099;4,2720
13,0000;1,0000;0,5876;0,6143;0,5864;9,2317
13,0000;1,0000;0,5401;0,5800;0,5383;4,3149
13,0000;1,0000;0,5766;0,5639;0,5776;3,1480
13,0000;1,0000;0,5985;0,5926;0,5991;7,2410
13,0000;1,0000;0,5803;0,5907;0,5800;4,4860
13,0000;1,0000;0,5584;0,6059;0,5560;5,8540
13,0000;1,0000;0,5839;0,5581;0,5855;5,9890
13,0000;1,0000;0,5693;0,5693;0,5696;5,1359
13,0000;1,0000;0,5949;0,6022;0,5948;9,2480
13,0000;1,0000;0,6022;0,6007;0,6026;10,0460
14,0000;1,0000;0,5803;0,6102;0,5789;5,8959
14,0000;1,0000;0,6387;0,6551;0,6380;4,0720
14,0000;1,0000;0,6168;0,6367;0,6159;3,8310
14,0000;1,0000;0,6387;0,6598;0,6376;7,8807
14,0000;1,0000;0,5839;0,5615;0,5853;5,8600
14,0000;1,0000;0,5693;0,5816;0,5690;4,2990
14,0000;1,0000;0,6204;0,6312;0,6201;3,3940
14,0000;1,0000;0,6314;0,6505;0,6305;5,5640
14,0000;1,0000;0,5620;0,5890;0,5609;5,8620
14,0000;1,0000;0,5839;0,6069;0,5829;4,9770
14,0000;1,0000;0,5766;0,5639;0,5776;3,0050
14,0000;1,0000;0,5766;0,5735;0,5771;5,5131
14,0000;1,0000;0,5657;0,6047;0,5638;3,8530
14,0000;1,0000;0,6241;0,6485;0,6229;4,6130
14,0000;1,0000;0,6168;0,6465;0,6152;5,0080
14,0000;1,0000;0,5474;0,5894;0,5455;3,8500
14,0000;1,0000;0,5949;0,6237;0,5935;5,8510
14,0000;1,0000;0,5657;0,5854;0,5649;4,5180
14,0000;1,0000;0,5547;0,6013;0,5525;3,8420
14,0000;1,0000;0,5657;0,5609;0,5662;5,2450
14,0000;1,0000;0,5438;0,5318;0,5446;4,8630
14,0000;1,0000;0,6131;0,6103;0,6136;4,7760
14,0000;1,0000;0,5876;0,5891;0,5878;5,5127
14,0000;1,0000;0,5438;0,5487;0,5438;5,9510
14,0000;1,0000;0,6350;0,6644;0,6334;7,2480
14,0000;1,0000;0,5766;0,6107;0,5750;3,3270
14,0000;1,0000;0,6204;0,6031;0,6217;4,4160
14,0000;1,0000;0,6277;0,6250;0,6282;3,5813
14,0000;1,0000;0,5620;0,5946;0,5606;5,0439
14,0000;1,0000;0,5255;0,5390;0,5252;3,9980
14,0000;1,0000;0,5620;0,5714;0,5618;9,4820
14,0000;1,0000;0,5401;0,5594;0,5394;4,0300
14,0000;1,0000;0,5839;0,5929;0,5837;6,3860
14,0000;1,0000;0,5803;0,5936;0,5799;7,4310
14,0000;1,0000;0,5949;0,6186;0,5938;4,4540
14,0000;1,0000;0,5693;0,5725;0,5695;6,3990
14,0000;1,0000;0,5803;0,5725;0,5810;6,9720
14,0000;1,0000;0,6204;0,6259;0,6204;4,9510
14,0000;1,0000;0,5584;0,5870;0,5571;5,8060
14,0000;1,0000;0,5985;0,6207;0,5975;4,1340
14,0000;1,0000;0,6058;0,5970;0,6066;6,3040
14,0000;1,0000;0,6022;0,6036;0,6024;5,7250
14,0000;1,0000;0,6241;0,6255;0,6243;4,2790
14,0000;1,0000;0,6131;0,6214;0,6130;4,5790
14,0000;1,0000;0,5949;0,6159;0,5940;6,4170
14,0000;1,0000;0,5949;0,5681;0,5965;5,1907
14,0000;1,0000;0,5730;0,5895;0,5724;3,5473
14,0000;1,0000;0,5876;0,5799;0,5883;5,5450
14,0000;1,0000;0,5693;0,5630;0,5699;5,2880
14,0000;1,0000;0,5584;0,5754;0,5578;3,4440
15,0000;1,0000;0,6241;0,6255;0,6243;3,6340
15,0000;1,0000;0,5657;0,5795;0,5652;5,4320
15,0000;1,0000;0,6277;0,6277;0,6280;3,8060
15,0000;1,0000;0,6314;0,6008;0,6334;5,2511
15,0000;1,0000;0,5803;0,5936;0,5799;8,5440
15,0000;1,0000;0,6168;0,6367;0,6159;4,6420
15,0000;1,0000;0,5949;0,6078;0,5945;3,3509
15,0000;1,0000;0,6058;0,6376;0,6042;3,1309
15,0000;1,0000;0,5912;0,6084;0,5906;2,7639
15,0000;1,0000;0,6022;0,5978;0,6027;6,9420
15,0000;1,0000;0,6058;0,6301;0,6047;7,3180
15,0000;1,0000;0,5766;0,5887;0,5763;4,5837
15,0000;1,0000;0,5693;0,5755;0,5693;6,3440
15,0000;1,0000;0,5219;0,5648;0,5200;7,6171
15,0000;1,0000;0,5328;0,5524;0,5321;6,7910
15,0000;1,0000;0,5511;0,5684;0,5505;4,4446
15,0000;1,0000;0,6131;0,6214;0,6130;3,2519
15,0000;1,0000;0,5146;0,5522;0,5130;4,8140
15,0000;1,0000;0,5985;0,6474;0,5958;3,9341
15,0000;1,0000;0,5693;0,5693;0,5696;5,9510
15,0000;1,0000;0,6496;0,6667;0,6488;8,9180
15,0000;1,0000;0,6022;0,6175;0,6016;5,3460
15,0000;1,0000;0,6168;0,6341;0,6160;3,4099
15,0000;1,0000;0,6131;0,6214;0,6130;6,1800
15,0000;1,0000;0,5949;0,6078;0,5945;4,6720
15,0000;1,0000;0,5876;0,6007;0,5872;4,6790
15,0000;1,0000;0,6095;0,6246;0,6089;3,2550
15,0000;1,0000;0,5328;0,5188;0,5337;6,3110
15,0000;1,0000;0,5949;0,5934;0,5953;5,5990
15,0000;1,0000;0,6752;0,7003;0,6737;7,3298
15,0000;1,0000;0,5693;0,5959;0,5682;5,2900
15,0000;1,0000;0,5949;0,5714;0,5964;4,8000
15,0000;1,0000;0,5073;0,4981;0,5079;6,0648
15,0000;1,0000;0,6168;0,6182;0,6170;5,0800
15,0000;1,0000;0,5803;0,5907;0,5800;5,8180
15,0000;1,0000;0,5474;0,5373;0,5482;5,3530
15,0000;1,0000;0,5803;0,5878;0,5802;5,7721
15,0000;1,0000;0,5657;0,5735;0,5656;4,1219
15,0000;1,0000;0,5219;0,5236;0,5221;5,1641
15,0000;1,0000;0,6204;0,6286;0,6203;3,4260
15,0000;1,0000;0,6204;0,6438;0,6193;3,5979
15,0000;1,0000;0,5730;0,6061;0,5714;4,5929
15,0000;1,0000;0,5255;0,5255;0,5258;2,7620
15,0000;1,0000;0,6168;0,6392;0,6157;2,6930
15,0000;1,0000;0,6241;0,6360;0,6237;5,0623
15,0000;1,0000;0,5401;0,5227;0,5412;6,8510
15,0000;1,0000;0,5730;0,5683;0,5735;5,5525
15,0000;1,0000;0,5876;0,6390;0,5848;6,6040
15,0000;1,0000;0,5985;0,5985;0,5988;4,1640
15,0000;1,0000;0,5876;0,5921;0,5876;6,7663
16,0000;1,0000;0,6058;0,5940;0,6068;5,1410
16,0000;1,0000;0,5620;0,6053;0,5599;3,4369
16,0000;1,0000;0,6095;0,6397;0,6079;5,4320
16,0000;1,0000;0,5766;0,5857;0,5764;4,4120
16,0000;1,0000;0,6168;0,6416;0,6156;4,8010
16,0000;1,0000;0,6241;0,6335;0,6238;4,4039
16,0000;1,0000;0,6277;0,6458;0,6269;7,6262
16,0000;1,0000;0,5985;0,6043;0,5985;4,6310
16,0000;1,0000;0,6241;0,6460;0,6230;5,4160
16,0000;1,0000;0,5985;0,6014;0,5987;4,1810
16,0000;1,0000;0,5511;0,5358;0,5521;5,5799
16,0000;1,0000;0,5511;0,5176;0,5529;3,6360
16,0000;1,0000;0,5328;0,5429;0,5326;4,2725
16,0000;1,0000;0,6277;0,6577;0,6261;3,4290
16,0000;1,0000;0,5985;0,6233;0,5974;4,4690
16,0000;1,0000;0,6387;0,6644;0,6373;4,1210
16,0000;1,0000;0,6533;0,6690;0,6526;5,7170
16,0000;1,0000;0,6277;0,6277;0,6280;3,6260
16,0000;1,0000;0,5912;0,5942;0,5914;7,5210
16,0000;1,0000;0,6131;0,6159;0,6133;7,5830
16,0000;1,0000;0,6204;0,6510;0,6188;8,8160
16,0000;1,0000;0,5693;0,6194;0,5667;4,7080
16,0000;1,0000;0,5985;0,5985;0,5988;4,3100
16,0000;1,0000;0,5438;0,5614;0,5432;4,7660
16,0000;1,0000;0,5584;0,5784;0,5576;3,2930
16,0000;1,0000;0,6058;0,6087;0,6060;6,2610
16,0000;1,0000;0,6460;0,6777;0,6441;3,9640
16,0000;1,0000;0,5693;0,5959;0,5682;5,4730
16,0000;1,0000;0,5365;0,5382;0,5367;7,5430
16,0000;1,0000;0,6022;0,6202;0,6014;4,9450
16,0000;1,0000;0,5730;0,5776;0,5730;5,0880
16,0000;1,0000;0,5657;0,5765;0,5654;4,4350
16,0000;1,0000;0,5876;0,6117;0,5865;2,8800
16,0000;1,0000;0,6131;0,6294;0,6125;6,1790
16,0000;1,0000;0,5730;0,5551;0,5741;5,3890
16,0000;1,0000;0,5803;0,5848;0,5803;7,3770
16,0000;1,0000;0,5766;0,5672;0,5774;4,7270
16,0000;1,0000;0,5766;0,5672;0,5774;5,6790
16,0000;1,0000;0,5876;0,6007;0,5872;5,7780
16,0000;1,0000;0,5620;0,5862;0,5610;5,6690
16,0000;1,0000;0,6168;0,6209;0,6168;4,3171
16,0000;1,0000;0,5620;0,5588;0,5625;3,3450
16,0000;1,0000;0,5474;0,5839;0,5458;5,3680
16,0000;1,0000;0,5438;0,5614;0,5432;6,6040
16,0000;1,0000;0,6058;0,5878;0,6071;8,0960
16,0000;1,0000;0,5803;0,5936;0,5799;4,1190
16,0000;1,0000;0,6022;0,6202;0,6014;5,1960
16,0000;1,0000;0,6168;0,6125;0,6173;7,7640
16,0000;1,0000;0,5657;0,5966;0,5643;4,4450
16,0000;1,0000;0,5584;0,5754;0,5578;4,0980
17,0000;1,0000;0,6095;0,6192;0,6092;4,5210
17,0000;1,0000;0,6058;0,6276;0,6049;3,3650
17,0000;1,0000;0,5949;0,6105;0,5943;3,8330
17,0000;1,0000;0,6022;0,6403;0,6002;3,0271
17,0000;1,0000;0,5949;0,6263;0,5933;4,6460
17,0000;1,0000;0,5876;0,6063;0,5868;4,6026
17,0000;1,0000;0,6423;0,6397;0,6428;4,1550
17,0000;1,0000;0,5730;0,6087;0,5713;4,2930
17,0000;1,0000;0,6642;0,6593;0,6649;9,9330
17,0000;1,0000;0,6423;0,6573;0,6417;3,3520
17,0000;1,0000;0,5620;0,5620;0,5623;4,3561
17,0000;1,0000;0,6387;0,6374;0,6391;4,0830
17,0000;1,0000;0,6277;0,6304;0,6279;5,6970
17,0000;1,0000;0,5693;0,5816;0,5690;5,1986
17,0000;1,0000;0,5766;0,6054;0,5753;5,2640
17,0000;1,0000;0,5803;0,6021;0,5794;5,7630
17,0000;1,0000;0,5912;0,6190;0,5899;5,5840
17,0000;1,0000;0,5803;0,6075;0,5791;7,1410
17,0000;1,0000;0,5693;0,6093;0,5674;2,8350
17,0000;1,0000;0,5839;0,5986;0,5834;4,6170
17,0000;1,0000;0,6095;0,6165;0,6094;4,6940
17,0000;1,0000;0,5803;0,5878;0,5802;3,1368
17,0000;1,0000;0,6277;0,6600;0,6260;4,1219
17,0000;1,0000;0,5693;0,5786;0,5691;4,0500
17,0000;1,0000;0,5693;0,5755;0,5693;3,8840
17,0000;1,0000;0,5985;0,6181;0,5977;4,6190
17,0000;1,0000;0,6387;0,6347;0,6392;3,5870
17,0000;1,0000;0,6314;0,6327;0,6316;3,4470
17,0000;1,0000;0,6095;0,6219;0,6091;4,8568
17,0000;1,0000;0,5657;0,5704;0,5657;5,1440
17,0000;1,0000;0,5985;0,5865;0,5995;3,8240
17,0000;1,0000;0,6168;0,6316;0,6162;4,2170
17,0000;1,0000;0,5839;0,6014;0,5833;4,5900
17,0000;1,0000;0,5839;0,5809;0,5844;6,0510
17,0000;1,0000;0,5620;0,5890;0,5609;6,1860
17,0000;1,0000;0,6095;0,6373;0,6081;3,9860
17,0000;1,0000;0,6022;0,6121;0,6019;5,4259
17,0000;1,0000;0,5584;0,5535;0,5589;5,1060
17,0000;1,0000;0,5912;0,5821;0,5920;5,7330
17,0000;1,0000;0,6131;0,6103;0,6136;4,2659
17,0000;1,0000;0,6131;0,6268;0,6126;4,9220
17,0000;1,0000;0,6204;0,6438;0,6193;3,7098
17,0000;1,0000;0,6387;0,6426;0,6388;4,0374
17,0000;1,0000;0,6168;0,6316;0,6162;3,2970
17,0000;1,0000;0,5474;0,5811;0,5459;4,1030
17,0000;1,0000;0,5912;0,5758;0,5923;3,8629
17,0000;1,0000;0,6168;0,6125;0,6173;4,1709
17,0000;1,0000;0,5109;0,5503;0,5093;3,4361
17,0000;1,0000;0,6095;0,6373;0,6081;3,7430
17,0000;1,0000;0,6350;0,6552;0,6341;3,9110
18,0000;1,0000;0,6131;0,6045;0,6139;6,8631
18,0000;1,0000;0,5657;0,6073;0,5636;2,8680
18,0000;1,0000;0,6058;0,6058;0,6061;4,0820
18,0000;1,0000;0,5839;0,6174;0,5823;5,0870
18,0000;1,0000;0,6314;0,6599;0,6299;2,8119
18,0000;1,0000;0,6168;0,6263;0,6165;3,5159
18,0000;1,0000;0,6168;0,6263;0,6165;3,7640
18,0000;1,0000;0,5876;0,6035;0,5870;7,7630
18,0000;1,0000;0,6095;0,6246;0,6089;3,1959
18,0000;1,0000;0,5985;0,6099;0,5982;4,1310
18,0000;1,0000;0,6569;0,6690;0,6564;4,3801
18,0000;1,0000;0,5912;0,5789;0,5922;5,1490
18,0000;1,0000;0,6058;0,6250;0,6050;7,1150
18,0000;1,0000;0,5803;0,5936;0,5799;3,2301
18,0000;1,0000;0,6533;0,6758;0,6521;4,8940
18,0000;1,0000;0,5839;0,5714;0,5849;5,3832
18,0000;1,0000;0,5146;0,4701;0,5167;4,1150
18,0000;1,0000;0,5912;0,5789;0,5922;4,2370
18,0000;1,0000;0,6168;0,6392;0,6157;5,5879
18,0000;1,0000;0,5876;0,5861;0,5880;4,1509
18,0000;1,0000;0,6314;0,6327;0,6316;3,4709
18,0000;1,0000;0,5547;0,5308;0,5561;4,2649
18,0000;1,0000;0,6131;0,6294;0,6125;4,4089
18,0000;1,0000;0,5985;0,6099;0,5982;2,6389
18,0000;1,0000;0,6241;0,6645;0,6217;3,0430
18,0000;1,0000;0,6131;0,6187;0,6131;6,0870
18,0000;1,0000;0,6058;0,6538;0,6031;2,8450
18,0000;1,0000;0,6314;0,6529;0,6303;2,6870
18,0000;1,0000;0,6168;0,6263;0,6165;2,6720
18,0000;1,0000;0,6496;0,6667;0,6488;4,3433
18,0000;1,0000;0,6131;0,6241;0,6128;5,8740
18,0000;1,0000;0,5693;0,5816;0,5690;2,6778
18,0000;1,0000;0,5985;0,6154;0,5979;7,5120
18,0000;1,0000;0,5584;0,5694;0,5581;3,3619
18,0000;1,0000;0,5693;0,6218;0,5666;5,5051
18,0000;1,0000;0,5219;0,5166;0,5224;3,6030
18,0000;1,0000;0,6277;0,6107;0,6290;7,1149
18,0000;1,0000;0,5985;0,5896;0,5993;2,9340
18,0000;1,0000;0,6168;0,6341;0,6160;5,7120
18,0000;1,0000;0,5657;0,5825;0,5651;6,0001
18,0000;1,0000;0,5584;0,5898;0,5570;4,2030
18,0000;1,0000;0,5839;0,5929;0,5837;3,9409
18,0000;1,0000;0,6533;0,6735;0,6522;3,1771
18,0000;1,0000;0,6204;0,6463;0,6191;5,1240
18,0000;1,0000;0,6022;0,6065;0,6022;5,8170
18,0000;1,0000;0,6241;0,6411;0,6233;3,1430
18,0000;1,0000;0,5292;0,5852;0,5265;4,5080
18,0000;1,0000;0,5474;0,5441;0,5479;6,0991
18,0000;1,0000;0,6241;0,6555;0,6224;5,9840
18,0000;1,0000;0,6131;0,6581;0,6106;4,8580
19,0000;1,0000;0,6314;0,6481;0,6307;3,5839
19,0000;1,0000;0,5730;0,5776;0,5730;4,6410
19,0000;1,0000;0,6058;0,6197;0,6053;5,2759
19,0000;1,0000;0,6277;0,6600;0,6260;5,1950
19,0000;1,0000;0,6058;0,6087;0,6060;3,6052
19,0000;1,0000;0,6314;0,6273;0,6319;3,8020
19,0000;1,0000;0,5511;0,5654;0,5506;4,2169
19,0000;1,0000;0,6168;0,6441;0,6154;3,9930
19,0000;1,0000;0,6314;0,6622;0,6297;3,2480
19,0000;1,0000;0,5985;0,5926;0,5991;5,1254
19,0000;1,0000;0,5803;0,5878;0,5802;4,1920
19,0000;1,0000;0,5328;0,5461;0,5325;6,2290
19,0000;1,0000;0,5985;0,6207;0,5975;2,8720
19,0000;1,0000;0,6168;0,6416;0,6156;4,3990
19,0000;1,0000;0,5693;0,5662;0,5698;3,4160
19,0000;1,0000;0,6423;0,6343;0,6431;3,0750
19,0000;1,0000;0,6460;0,6861;0,6435;2,8620
19,0000;1,0000;0,6022;0,6280;0,6010;2,7570
19,0000;1,0000;0,6423;0,6525;0,6420;3,1130
19,0000;1,0000;0,5620;0,5745;0,5617;5,2200
19,0000;1,0000;0,5766;0,5704;0,5772;3,1282
19,0000;1,0000;0,5693;0,5931;0,5683;5,2060
19,0000;1,0000;0,6058;0,6494;0,6034;4,6000
19,0000;1,0000;0,5328;0,5493;0,5323;5,1090
19,0000;1,0000;0,6058;0,6327;0,6045;3,8680
19,0000;1,0000;0,5511;0,5859;0,5495;5,2420
19,0000;1,0000;0,5985;0,6014;0,5987;5,1400
19,0000;1,0000;0,5949;0,6050;0,5946;5,8240
