knn; number components; acc score; f1 score; roc score; time
23,0000;15,0000;0,8066;0,8087;0,8067;2,8856
23,0000;15,0000;0,8248;0,8261;0,8251;2,8330
23,0000;15,0000;0,8686;0,8723;0,8684;2,9850
23,0000;15,0000;0,8723;0,8763;0,8720;5,1170
23,0000;15,0000;0,8540;0,8639;0,8528;3,4884
23,0000;15,0000;0,8832;0,8897;0,8824;4,9810
24,0000;15,0000;0,8686;0,8750;0,8679;5,2790
24,0000;15,0000;0,7810;0,7931;0,7801;3,2170
24,0000;15,0000;0,8358;0,8327;0,8366;4,2000
24,0000;15,0000;0,8504;0,8561;0,8499;3,4780
24,0000;15,0000;0,7518;0,7554;0,7519;2,0270
24,0000;15,0000;0,8577;0,8687;0,8562;3,9370
24,0000;15,0000;0,8650;0,8702;0,8645;4,1580
24,0000;15,0000;0,8686;0,8767;0,8676;2,1020
24,0000;15,0000;0,8613;0,8681;0,8606;2,4552
24,0000;15,0000;0,8504;0,8581;0,8496;3,6864
24,0000;15,0000;0,8285;0,8291;0,8288;2,9568
24,0000;15,0000;0,8467;0,8581;0,8454;3,5820
24,0000;15,0000;0,8467;0,8521;0,8463;3,7600
24,0000;15,0000;0,8723;0,8772;0,8718;6,1700
24,0000;15,0000;0,8832;0,8865;0,8830;2,5490
24,0000;15,0000;0,7737;0,7961;0,7717;3,5960
24,0000;15,0000;0,8650;0,8754;0,8635;4,4980
24,0000;15,0000;0,8175;0,8201;0,8176;3,4260
24,0000;15,0000;0,8577;0,8602;0,8577;4,8221
24,0000;15,0000;0,8394;0,8358;0,8403;3,8870
24,0000;15,0000;0,8358;0,8315;0,8367;6,1130
24,0000;15,0000;0,8540;0,8649;0,8527;4,0200
24,0000;15,0000;0,8759;0,8811;0,8754;3,2640
24,0000;15,0000;0,8650;0,8711;0,8643;3,4240
24,0000;15,0000;0,7226;0,7266;0,7227;5,1960
24,0000;15,0000;0,8285;0,8351;0,8280;4,9050
24,0000;15,0000;0,8650;0,8729;0,8640;4,3551
24,0000;15,0000;0,8650;0,8711;0,8643;2,4210
24,0000;15,0000;0,7883;0,8141;0,7857;3,4879
24,0000;15,0000;0,8540;0,8571;0,8539;3,1800
24,0000;15,0000;0,8358;0,8375;0,8359;3,7080
24,0000;15,0000;0,8248;0,8222;0,8255;5,0490
24,0000;15,0000;0,8029;0,7970;0,8039;3,6890
24,0000;15,0000;0,8321;0,8296;0,8328;2,8050
24,0000;15,0000;0,8248;0,8442;0,8225;4,5154
24,0000;15,0000;0,7920;0,8131;0,7899;3,5510
24,0000;15,0000;0,8358;0,8495;0,8342;2,7300
24,0000;15,0000;0,8650;0,8711;0,8643;3,2099
24,0000;15,0000;0,8358;0,8485;0,8343;2,7340
24,0000;15,0000;0,8686;0,8723;0,8684;2,6820
24,0000;15,0000;0,8139;0,8145;0,8142;2,9460
24,0000;15,0000;0,8285;0,8303;0,8286;3,8480
24,0000;15,0000;0,8613;0,8681;0,8606;4,2509
24,0000;15,0000;0,8285;0,8266;0,8291;4,3550
24,0000;15,0000;0,8248;0,8261;0,8251;3,1420
24,0000;15,0000;0,8467;0,8478;0,8470;5,6640
24,0000;15,0000;0,8358;0,8443;0,8350;4,0220
24,0000;15,0000;0,8358;0,8352;0,8362;5,8950
24,0000;15,0000;0,8540;0,8621;0,8531;3,1920
24,0000;15,0000;0,8467;0,8521;0,8463;3,8510
25,0000;15,0000;0,8686;0,8741;0,8681;4,4090
25,0000;15,0000;0,8248;0,8235;0,8254;3,4190
25,0000;15,0000;0,8029;0,8138;0,8020;3,9670
25,0000;15,0000;0,8029;0,8085;0,8027;5,6400
25,0000;15,0000;0,7920;0,7927;0,7923;3,7910
25,0000;15,0000;0,8686;0,8767;0,8676;3,4248
25,0000;15,0000;0,8467;0,8542;0,8460;1,9960
25,0000;15,0000;0,8394;0,8382;0,8400;1,7670
25,0000;15,0000;0,7518;0,7748;0,7499;4,6180
25,0000;15,0000;0,8321;0,8369;0,8319;2,0910
25,0000;15,0000;0,8650;0,8737;0,8639;2,4979
25,0000;15,0000;0,8613;0,8725;0,8598;5,6500
25,0000;15,0000;0,7372;0,7534;0,7361;3,9640
25,0000;15,0000;0,8759;0,8803;0,8755;4,9060
25,0000;15,0000;0,8358;0,8421;0,8353;2,7860
25,0000;15,0000;0,8358;0,8375;0,8359;2,5570
25,0000;15,0000;0,7993;0,8014;0,7994;4,3600
25,0000;15,0000;0,8613;0,8671;0,8608;2,4100
25,0000;15,0000;0,8650;0,8664;0,8651;3,2476
25,0000;15,0000;0,8759;0,8803;0,8755;3,2180
25,0000;15,0000;0,8102;0,7953;0,8122;3,0201
25,0000;15,0000;0,8467;0,8552;0,8458;2,2520
25,0000;15,0000;0,8650;0,8720;0,8642;4,6343
25,0000;15,0000;0,8285;0,8428;0,8269;1,9340
25,0000;15,0000;0,8212;0,8281;0,8207;5,9580
25,0000;15,0000;0,8285;0,8303;0,8286;4,1000
25,0000;15,0000;0,8540;0,8649;0,8527;4,7210
25,0000;15,0000;0,7372;0,7447;0,7369;2,5629
25,0000;15,0000;0,8759;0,8786;0,8759;3,7760
25,0000;15,0000;0,7628;0,7782;0,7616;3,2410
25,0000;15,0000;0,8577;0,8660;0,8567;2,9380
25,0000;15,0000;0,8321;0,8345;0,8322;3,1610
25,0000;15,0000;0,8613;0,8652;0,8611;3,3160
25,0000;15,0000;0,8139;0,8145;0,8142;3,4199
25,0000;15,0000;0,8285;0,8439;0,8267;3,7110
25,0000;15,0000;0,8066;0,8000;0,8077;2,4735
25,0000;15,0000;0,8285;0,8469;0,8262;2,5580
25,0000;15,0000;0,8686;0,8784;0,8673;3,5339
25,0000;15,0000;0,8650;0,8702;0,8645;2,2969
25,0000;15,0000;0,7883;0,7769;0,7898;4,4740
25,0000;15,0000;0,8613;0,8707;0,8601;2,8860
25,0000;15,0000;0,8613;0,8643;0,8612;3,5660
25,0000;15,0000;0,7993;0,8014;0,7994;3,0070
25,0000;15,0000;0,8248;0,8389;0,8233;4,8640
25,0000;15,0000;0,8431;0,8436;0,8434;4,3240
25,0000;15,0000;0,7956;0,8028;0,7952;3,2920
25,0000;15,0000;0,8613;0,8643;0,8612;5,0940
25,0000;15,0000;0,8285;0,8327;0,8283;4,7450
25,0000;15,0000;0,8613;0,8613;0,8617;3,5210
25,0000;15,0000;0,8723;0,8772;0,8718;2,7489
1,0000;16,0000;0,7263;0,6667;0,7305;26,0971
1,0000;16,0000;0,6387;0,4975;0,6451;24,3679
1,0000;16,0000;0,6679;0,5919;0,6723;27,9670
1,0000;16,0000;0,7299;0,6667;0,7344;26,4905
1,0000;16,0000;0,7007;0,6372;0,7049;27,7767
1,0000;16,0000;0,6971;0,6244;0,7017;27,8079
1,0000;16,0000;0,6934;0,6410;0,6970;27,8700
1,0000;16,0000;0,6788;0,6071;0,6832;28,1170
1,0000;16,0000;0,7153;0,6455;0,7200;34,6920
1,0000;16,0000;0,7190;0,6516;0,7236;27,4260
1,0000;16,0000;0,6898;0,6119;0,6945;28,3191
1,0000;16,0000;0,7445;0,6983;0,7482;28,4313
1,0000;16,0000;0,6788;0,5888;0,6840;26,9400
1,0000;16,0000;0,6788;0,6239;0,6824;27,2360
1,0000;16,0000;0,7226;0,6577;0,7271;27,6821
1,0000;16,0000;0,6934;0,6216;0,6979;27,8200
1,0000;16,0000;0,6314;0,4712;0,6383;26,7380
1,0000;16,0000;0,7664;0,7091;0,7711;28,2190
1,0000;16,0000;0,7153;0,6549;0,7195;29,3260
1,0000;16,0000;0,6788;0,5769;0,6844;28,4090
1,0000;16,0000;0,7518;0,7018;0,7559;31,9010
1,0000;16,0000;0,6752;0,5822;0,6804;27,5230
1,0000;16,0000;0,7044;0,6432;0,7085;28,2657
1,0000;16,0000;0,6496;0,5897;0,6531;28,9361
1,0000;16,0000;0,6825;0,5538;0,6891;28,3890
1,0000;16,0000;0,7007;0,6339;0,7051;28,6440
1,0000;16,0000;0,6825;0,5877;0,6878;28,1220
1,0000;16,0000;0,7044;0,6124;0,7099;26,8900
1,0000;16,0000;0,7153;0,6355;0,7205;31,1580
1,0000;16,0000;0,7226;0,6667;0,7267;31,6543
1,0000;16,0000;0,7226;0,6545;0,7273;29,3998
1,0000;16,0000;0,7336;0,6784;0,7377;29,1628
1,0000;16,0000;0,7190;0,6695;0,7226;30,3080
1,0000;16,0000;0,6788;0,5686;0,6848;25,9440
1,0000;16,0000;0,7007;0,6466;0,7044;26,5100
1,0000;16,0000;0,6861;0,6091;0,6908;27,0300
1,0000;16,0000;0,6460;0,5530;0,6509;26,9994
1,0000;16,0000;0,7117;0,6609;0,7153;27,0420
1,0000;16,0000;0,7445;0,6903;0,7487;26,9530
1,0000;16,0000;0,6423;0,5739;0,6462;27,0540
1,0000;16,0000;0,6934;0,6283;0,6976;27,2960
1,0000;16,0000;0,6898;0,6009;0,6950;27,7448
1,0000;16,0000;0,7080;0,6262;0,7132;26,9760
1,0000;16,0000;0,7263;0,6637;0,7307;27,7056
1,0000;16,0000;0,7190;0,6547;0,7234;27,6334
1,0000;16,0000;0,7445;0,6875;0,7489;28,3240
1,0000;16,0000;0,6642;0,5818;0,6689;26,6050
1,0000;16,0000;0,7263;0,6512;0,7313;26,3470
1,0000;16,0000;0,6533;0,5815;0,6574;27,8193
1,0000;16,0000;0,6314;0,5388;0,6361;29,0790
2,0000;16,0000;0,8394;0,8308;0,8409;30,2940
2,0000;16,0000;0,7810;0,7561;0,7836;27,6120
2,0000;16,0000;0,8650;0,8635;0,8656;31,2340
2,0000;16,0000;0,8358;0,8364;0,8361;31,6452
2,0000;16,0000;0,8467;0,8467;0,8471;26,2417
2,0000;16,0000;0,8139;0,8145;0,8142;31,4800
2,0000;16,0000;0,8321;0,8244;0,8335;38,5030
2,0000;16,0000;0,8066;0,7922;0,8085;32,3959
2,0000;16,0000;0,8139;0,8223;0,8132;32,4600
2,0000;16,0000;0,8212;0,8269;0,8208;25,0560
2,0000;16,0000;0,7920;0,8041;0,7910;37,5291
2,0000;16,0000;0,8102;0,8156;0,8100;16,7930
2,0000;16,0000;0,8321;0,8296;0,8328;30,6390
2,0000;16,0000;0,8212;0,8231;0,8213;19,1970
2,0000;16,0000;0,7993;0,7876;0,8009;25,6217
2,0000;16,0000;0,8504;0,8498;0,8509;18,7600
2,0000;16,0000;0,8394;0,8308;0,8409;26,0810
2,0000;16,0000;0,8796;0,8834;0,8793;18,4440
2,0000;16,0000;0,7190;0,7138;0,7197;25,8330
2,0000;16,0000;0,7920;0,7849;0,7931;29,2360
2,0000;16,0000;0,8175;0,8162;0,8181;19,3480
2,0000;16,0000;0,7263;0,7126;0,7277;19,8150
2,0000;16,0000;0,8285;0,8266;0,8291;37,1850
2,0000;16,0000;0,8139;0,8090;0,8148;51,7260
2,0000;16,0000;0,8321;0,8296;0,8328;19,1101
2,0000;16,0000;0,8577;0,8571;0,8582;25,5630
2,0000;16,0000;0,8139;0,8172;0,8139;28,1310
2,0000;16,0000;0,8102;0,8169;0,8098;29,3046
2,0000;16,0000;0,7920;0,7881;0,7928;22,0630
2,0000;16,0000;0,8102;0,8045;0,8112;26,1800
2,0000;16,0000;0,8102;0,7969;0,8120;26,5384
2,0000;16,0000;0,8285;0,8315;0,8285;35,4590
2,0000;16,0000;0,7920;0,7849;0,7931;19,8150
2,0000;16,0000;0,8066;0,8073;0,8069;18,9300
2,0000;16,0000;0,8358;0,8302;0,8369;17,7590
2,0000;16,0000;0,8139;0,8211;0,8134;47,3710
2,0000;16,0000;0,7920;0,7897;0,7926;30,2690
2,0000;16,0000;0,8358;0,8339;0,8364;30,1140
2,0000;16,0000;0,7664;0,7647;0,7670;21,0320
2,0000;16,0000;0,7883;0,7929;0,7882;23,6590
2,0000;16,0000;0,7956;0,7778;0,7978;29,7170
2,0000;16,0000;0,8102;0,8060;0,8111;30,9950
2,0000;16,0000;0,8504;0,8464;0,8513;19,5000
2,0000;16,0000;0,8139;0,8223;0,8132;25,3540
2,0000;16,0000;0,8212;0,8137;0,8224;31,4540
2,0000;16,0000;0,8066;0,8153;0,8059;21,5690
2,0000;16,0000;0,8504;0,8551;0,8501;16,5230
2,0000;16,0000;0,8650;0,8635;0,8656;48,8810
2,0000;16,0000;0,7883;0,7820;0,7893;25,8937
2,0000;16,0000;0,8285;0,8339;0,8281;30,1689
3,0000;16,0000;0,8504;0,8405;0,8521;15,0390
3,0000;16,0000;0,8467;0,8521;0,8463;14,5270
3,0000;16,0000;0,8102;0,8182;0,8096;15,6220
3,0000;16,0000;0,8394;0,8308;0,8409;40,3993
3,0000;16,0000;0,8066;0,8059;0,8070;23,0340
3,0000;16,0000;0,8650;0,8720;0,8642;27,8110
3,0000;16,0000;0,8029;0,7970;0,8039;29,2990
3,0000;16,0000;0,8869;0,8864;0,8874;13,2950
3,0000;16,0000;0,8066;0,8073;0,8069;14,4220
3,0000;16,0000;0,8394;0,8382;0,8400;15,6910
3,0000;16,0000;0,8321;0,8258;0,8333;27,6540
3,0000;16,0000;0,8248;0,8248;0,8252;20,4822
3,0000;16,0000;0,8139;0,8172;0,8139;17,8922
3,0000;16,0000;0,8175;0,8162;0,8181;13,3420
3,0000;16,0000;0,8613;0,8633;0,8614;18,8330
3,0000;16,0000;0,8066;0,7871;0,8090;15,6610
3,0000;16,0000;0,8066;0,8000;0,8077;18,5290
3,0000;16,0000;0,8796;0,8745;0,8809;16,6948
3,0000;16,0000;0,8869;0,8873;0,8872;35,1570
3,0000;16,0000;0,8869;0,8889;0,8869;16,8220
3,0000;16,0000;0,8577;0,8550;0,8585;26,7832
3,0000;16,0000;0,8285;0,8253;0,8293;17,8410
3,0000;16,0000;0,8321;0,8244;0,8335;13,4700
3,0000;16,0000;0,8504;0,8520;0,8505;9,7306
3,0000;16,0000;0,8832;0,8849;0,8833;16,7560
3,0000;16,0000;0,8431;0,8425;0,8436;20,6407
3,0000;16,0000;0,7810;0,7842;0,7811;20,2199
3,0000;16,0000;0,8431;0,8340;0,8447;23,6278
3,0000;16,0000;0,8540;0,8485;0,8552;14,5000
3,0000;16,0000;0,8029;0,8112;0,8023;16,5190
3,0000;16,0000;0,8139;0,8118;0,8145;15,5460
3,0000;16,0000;0,8650;0,8683;0,8648;22,2580
3,0000;16,0000;0,8175;0,8162;0,8181;12,8690
3,0000;16,0000;0,8394;0,8382;0,8400;19,5350
3,0000;16,0000;0,8540;0,8507;0,8549;16,4879
3,0000;16,0000;0,7628;0,7529;0,7640;15,0900
3,0000;16,0000;0,8759;0,8768;0,8762;21,7699
3,0000;16,0000;0,8540;0,8519;0,8547;32,1370
3,0000;16,0000;0,8358;0,8375;0,8359;18,6610
3,0000;16,0000;0,7956;0,7895;0,7966;25,1200
3,0000;16,0000;0,8175;0,8134;0,8184;27,8930
3,0000;16,0000;0,7993;0,8014;0,7994;33,9949
3,0000;16,0000;0,8467;0,8397;0,8481;20,6910
3,0000;16,0000;0,8759;0,8741;0,8767;23,0980
3,0000;16,0000;0,8540;0,8507;0,8549;20,7880
3,0000;16,0000;0,8102;0,8045;0,8112;21,5410
3,0000;16,0000;0,8504;0,8520;0,8505;17,7290
3,0000;16,0000;0,8175;0,8188;0,8178;27,1980
3,0000;16,0000;0,7810;0,7887;0,7806;25,1880
3,0000;16,0000;0,8102;0,8102;0,8106;13,6991
4,0000;16,0000;0,8723;0,8736;0,8724;18,9307
4,0000;16,0000;0,8650;0,8711;0,8643;9,6070
4,0000;16,0000;0,8504;0,8476;0,8512;14,2000
4,0000;16,0000;0,8431;0,8481;0,8428;20,9470
4,0000;16,0000;0,8869;0,8889;0,8869;23,7090
4,0000;16,0000;0,8358;0,8249;0,8375;13,2670
4,0000;16,0000;0,8102;0,8207;0,8093;15,0700
4,0000;16,0000;0,8796;0,8850;0,8789;13,5121
4,0000;16,0000;0,8577;0,8539;0,8586;17,2970
4,0000;16,0000;0,8139;0,8104;0,8147;14,2880
4,0000;16,0000;0,8431;0,8481;0,8428;23,3740
4,0000;16,0000;0,8504;0,8498;0,8509;13,2170
4,0000;16,0000;0,8540;0,8507;0,8549;25,1420
4,0000;16,0000;0,7956;0,8056;0,7949;24,8150
4,0000;16,0000;0,8686;0,8676;0,8692;25,0331
4,0000;16,0000;0,8066;0,8166;0,8058;25,1640
4,0000;16,0000;0,8504;0,8429;0,8518;14,5020
4,0000;16,0000;0,8212;0,8269;0,8208;8,6340
4,0000;16,0000;0,8248;0,8140;0,8265;16,4450
4,0000;16,0000;0,8723;0,8727;0,8726;15,5360
4,0000;16,0000;0,8613;0,8582;0,8622;10,3231
4,0000;16,0000;0,8540;0,8630;0,8530;11,8740
4,0000;16,0000;0,8540;0,8507;0,8549;14,7530
4,0000;16,0000;0,8504;0,8530;0,8504;8,3551
4,0000;16,0000;0,8577;0,8561;0,8583;22,9360
4,0000;16,0000;0,8613;0,8681;0,8606;11,0664
4,0000;16,0000;0,8504;0,8509;0,8507;14,2969
4,0000;16,0000;0,8431;0,8377;0,8442;11,4669
4,0000;16,0000;0,8358;0,8375;0,8359;19,8100
4,0000;16,0000;0,8029;0,7985;0,8038;9,1160
4,0000;16,0000;0,8723;0,8649;0,8739;13,8560
4,0000;16,0000;0,8723;0,8689;0,8732;14,7159
4,0000;16,0000;0,8358;0,8432;0,8351;27,9700
4,0000;16,0000;0,8650;0,8625;0,8658;16,1171
4,0000;16,0000;0,8467;0,8467;0,8471;13,2310
4,0000;16,0000;0,8248;0,8273;0,8249;21,2170
4,0000;16,0000;0,8066;0,8044;0,8072;12,1260
4,0000;16,0000;0,8650;0,8645;0,8655;24,3671
4,0000;16,0000;0,8467;0,8397;0,8481;12,7870
4,0000;16,0000;0,8358;0,8364;0,8361;15,6840
4,0000;16,0000;0,8577;0,8539;0,8586;15,5955
4,0000;16,0000;0,8650;0,8664;0,8651;11,3370
4,0000;16,0000;0,8540;0,8507;0,8549;12,5268
4,0000;16,0000;0,8066;0,8073;0,8069;16,8344
4,0000;16,0000;0,8723;0,8649;0,8739;10,5850
4,0000;16,0000;0,8175;0,8134;0,8184;15,1230
4,0000;16,0000;0,8869;0,8864;0,8874;14,7710
4,0000;16,0000;0,8504;0,8498;0,8509;34,1209
4,0000;16,0000;0,8759;0,8712;0,8771;11,9990
4,0000;16,0000;0,8394;0,8382;0,8400;16,1840
5,0000;16,0000;0,8723;0,8718;0,8728;9,8790
5,0000;16,0000;0,8285;0,8303;0,8286;14,5920
5,0000;16,0000;0,8759;0,8777;0,8760;16,0680
5,0000;16,0000;0,8321;0,8231;0,8336;15,1760
5,0000;16,0000;0,8504;0,8464;0,8513;17,0940
5,0000;16,0000;0,8066;0,7922;0,8085;11,8640
5,0000;16,0000;0,8686;0,8696;0,8689;13,1049
5,0000;16,0000;0,8248;0,8298;0,8246;15,9349
5,0000;16,0000;0,8686;0,8750;0,8679;12,5190
5,0000;16,0000;0,8467;0,8552;0,8458;15,4900
5,0000;16,0000;0,8102;0,8102;0,8106;10,8860
5,0000;16,0000;0,8504;0,8453;0,8515;10,5420
5,0000;16,0000;0,8650;0,8674;0,8650;9,5470
5,0000;16,0000;0,8102;0,8030;0,8114;20,3860
5,0000;16,0000;0,8650;0,8664;0,8651;8,8540
5,0000;16,0000;0,7956;0,7910;0,7965;9,6050
5,0000;16,0000;0,8577;0,8539;0,8586;12,4910
5,0000;16,0000;0,8321;0,8296;0,8328;16,3240
5,0000;16,0000;0,8102;0,8207;0,8093;10,8240
5,0000;16,0000;0,8577;0,8582;0,8580;11,6509
5,0000;16,0000;0,8504;0,8464;0,8513;13,7940
5,0000;16,0000;0,8431;0,8401;0,8439;15,3070
5,0000;16,0000;0,8650;0,8645;0,8655;9,0900
5,0000;16,0000;0,7920;0,7865;0,7929;24,2929
5,0000;16,0000;0,8394;0,8382;0,8400;16,8191
5,0000;16,0000;0,8285;0,8213;0,8297;8,3409
5,0000;16,0000;0,8905;0,8897;0,8911;18,9890
5,0000;16,0000;0,8394;0,8346;0,8405;10,7659
5,0000;16,0000;0,8504;0,8509;0,8507;11,3369
5,0000;16,0000;0,8540;0,8540;0,8544;7,9080
5,0000;16,0000;0,8321;0,8160;0,8344;18,0189
5,0000;16,0000;0,8650;0,8593;0,8663;17,6359
5,0000;16,0000;0,8686;0,8667;0,8693;11,3498
5,0000;16,0000;0,8686;0,8723;0,8684;13,1420
5,0000;16,0000;0,8650;0,8664;0,8651;20,4467
5,0000;16,0000;0,8540;0,8582;0,8538;20,0540
5,0000;16,0000;0,8540;0,8551;0,8543;12,6205
5,0000;16,0000;0,8540;0,8540;0,8544;7,4735
5,0000;16,0000;0,7555;0,7509;0,7562;11,8840
5,0000;16,0000;0,8905;0,8913;0,8908;12,8680
5,0000;16,0000;0,8723;0,8669;0,8736;6,7324
5,0000;16,0000;0,8504;0,8453;0,8515;11,6281
5,0000;16,0000;0,8358;0,8276;0,8372;14,0290
5,0000;16,0000;0,8358;0,8235;0,8377;11,8590
5,0000;16,0000;0,8212;0,8137;0,8224;23,3870
5,0000;16,0000;0,8650;0,8655;0,8653;8,0510
5,0000;16,0000;0,8504;0,8464;0,8513;7,0640
5,0000;16,0000;0,8394;0,8440;0,8392;13,8720
5,0000;16,0000;0,8613;0,8623;0,8616;11,2510
5,0000;16,0000;0,8723;0,8754;0,8721;15,6760
6,0000;16,0000;0,8358;0,8352;0,8362;14,1694
6,0000;16,0000;0,8796;0,8817;0,8796;13,6090
6,0000;16,0000;0,8650;0,8664;0,8651;6,9920
6,0000;16,0000;0,8358;0,8289;0,8370;10,6760
6,0000;16,0000;0,8759;0,8768;0,8762;9,3069
6,0000;16,0000;0,8358;0,8375;0,8359;6,1401
6,0000;16,0000;0,8650;0,8702;0,8645;7,8759
6,0000;16,0000;0,8431;0,8436;0,8434;11,1784
6,0000;16,0000;0,8321;0,8321;0,8325;11,7490
6,0000;16,0000;0,8394;0,8394;0,8398;15,1160
6,0000;16,0000;0,8759;0,8794;0,8757;11,2930
6,0000;16,0000;0,8467;0,8409;0,8479;15,7151
6,0000;16,0000;0,8686;0,8676;0,8692;6,1369
6,0000;16,0000;0,8467;0,8478;0,8470;8,9380
6,0000;16,0000;0,8759;0,8803;0,8755;9,3040
6,0000;16,0000;0,8504;0,8453;0,8515;14,7460
6,0000;16,0000;0,8540;0,8485;0,8552;21,2370
6,0000;16,0000;0,8358;0,8339;0,8364;8,9065
6,0000;16,0000;0,8686;0,8667;0,8693;16,8990
6,0000;16,0000;0,8723;0,8689;0,8732;14,6430
6,0000;16,0000;0,8467;0,8433;0,8476;6,2449
6,0000;16,0000;0,8212;0,8108;0,8228;9,9770
6,0000;16,0000;0,8759;0,8722;0,8770;6,1151
6,0000;16,0000;0,8358;0,8327;0,8366;10,7480
6,0000;16,0000;0,8285;0,8327;0,8283;11,4680
6,0000;16,0000;0,8394;0,8321;0,8408;5,4505
6,0000;16,0000;0,8358;0,8276;0,8372;9,2907
6,0000;16,0000;0,8613;0,8582;0,8622;6,9820
6,0000;16,0000;0,8759;0,8777;0,8760;8,8370
6,0000;16,0000;0,8796;0,8817;0,8796;13,4470
6,0000;16,0000;0,8650;0,8625;0,8658;9,6790
6,0000;16,0000;0,8613;0,8643;0,8612;15,9260
6,0000;16,0000;0,8394;0,8462;0,8389;8,3570
6,0000;16,0000;0,8467;0,8456;0,8473;6,2380
6,0000;16,0000;0,8394;0,8308;0,8409;8,4100
6,0000;16,0000;0,8613;0,8613;0,8617;8,0440
6,0000;16,0000;0,8723;0,8727;0,8726;10,2380
6,0000;16,0000;0,8467;0,8421;0,8478;8,9060
6,0000;16,0000;0,8321;0,8284;0,8330;5,4770
6,0000;16,0000;0,8832;0,8865;0,8830;11,2930
6,0000;16,0000;0,8613;0,8643;0,8612;9,5450
6,0000;16,0000;0,8723;0,8736;0,8724;8,1800
6,0000;16,0000;0,8321;0,8321;0,8325;11,5960
6,0000;16,0000;0,8321;0,8309;0,8327;8,0970
6,0000;16,0000;0,8650;0,8655;0,8653;12,3100
6,0000;16,0000;0,8686;0,8676;0,8692;12,4660
6,0000;16,0000;0,8540;0,8450;0,8557;11,9040
6,0000;16,0000;0,8321;0,8309;0,8327;10,4760
6,0000;16,0000;0,8431;0,8340;0,8447;12,0840
6,0000;16,0000;0,8504;0,8509;0,8507;15,4279
7,0000;16,0000;0,8212;0,8108;0,8228;7,6070
7,0000;16,0000;0,8577;0,8612;0,8575;13,7400
7,0000;16,0000;0,8285;0,8240;0,8294;8,1580
7,0000;16,0000;0,8540;0,8507;0,8549;7,7500
7,0000;16,0000;0,8540;0,8540;0,8544;7,3480
7,0000;16,0000;0,8869;0,8920;0,8862;7,8450
7,0000;16,0000;0,8686;0,8714;0,8686;15,4780
7,0000;16,0000;0,8650;0,8645;0,8655;7,1920
7,0000;16,0000;0,8723;0,8754;0,8721;9,2120
7,0000;16,0000;0,8796;0,8817;0,8796;8,2540
7,0000;16,0000;0,8504;0,8487;0,8510;6,4770
7,0000;16,0000;0,8431;0,8436;0,8434;5,8320
7,0000;16,0000;0,8613;0,8582;0,8622;8,0750
7,0000;16,0000;0,8723;0,8746;0,8723;20,8350
7,0000;16,0000;0,8978;0,8978;0,8982;6,5680
7,0000;16,0000;0,8139;0,8118;0,8145;9,5236
7,0000;16,0000;0,8686;0,8723;0,8684;10,5290
7,0000;16,0000;0,8650;0,8693;0,8647;5,7581
7,0000;16,0000;0,8358;0,8289;0,8370;7,4279
7,0000;16,0000;0,8832;0,8815;0,8840;16,6433
7,0000;16,0000;0,8504;0,8509;0,8507;10,8120
7,0000;16,0000;0,8248;0,8273;0,8249;5,4890
7,0000;16,0000;0,8358;0,8387;0,8358;6,2090
7,0000;16,0000;0,8759;0,8777;0,8760;19,3800
7,0000;16,0000;0,8577;0,8592;0,8578;5,6100
7,0000;16,0000;0,8650;0,8645;0,8655;11,8950
7,0000;16,0000;0,8358;0,8387;0,8358;6,0870
7,0000;16,0000;0,8613;0,8603;0,8619;7,2560
7,0000;16,0000;0,8723;0,8746;0,8723;11,3550
7,0000;16,0000;0,8139;0,8132;0,8143;5,8660
7,0000;16,0000;0,8650;0,8664;0,8651;8,2470
7,0000;16,0000;0,8394;0,8417;0,8395;7,4626
7,0000;16,0000;0,8504;0,8561;0,8499;9,1330
7,0000;16,0000;0,8832;0,8857;0,8832;5,7800
7,0000;16,0000;0,8686;0,8759;0,8678;8,9540
7,0000;16,0000;0,8650;0,8614;0,8659;9,0430
7,0000;16,0000;0,8613;0,8652;0,8611;20,9040
7,0000;16,0000;0,8832;0,8849;0,8833;10,1920
7,0000;16,0000;0,8540;0,8485;0,8552;12,3240
7,0000;16,0000;0,8613;0,8652;0,8611;7,1482
7,0000;16,0000;0,8723;0,8699;0,8731;6,0060
7,0000;16,0000;0,8540;0,8529;0,8546;10,6920
7,0000;16,0000;0,8248;0,8261;0,8251;8,0170
7,0000;16,0000;0,8358;0,8339;0,8364;5,4530
7,0000;16,0000;0,8431;0,8340;0,8447;7,2040
7,0000;16,0000;0,8613;0,8593;0,8620;6,6699
7,0000;16,0000;0,8467;0,8500;0,8466;10,5640
7,0000;16,0000;0,8394;0,8406;0,8397;5,8970
7,0000;16,0000;0,8467;0,8500;0,8466;10,2070
7,0000;16,0000;0,8467;0,8433;0,8476;6,5530
8,0000;16,0000;0,8796;0,8826;0,8794;7,3877
8,0000;16,0000;0,8686;0,8657;0,8695;9,4490
8,0000;16,0000;0,8723;0,8727;0,8726;6,5500
8,0000;16,0000;0,8650;0,8655;0,8653;12,6500
8,0000;16,0000;0,8759;0,8786;0,8759;5,8420
8,0000;16,0000;0,8613;0,8652;0,8611;6,2990
8,0000;16,0000;0,8723;0,8754;0,8721;6,2360
8,0000;16,0000;0,8686;0,8714;0,8686;8,6190
8,0000;16,0000;0,8504;0,8541;0,8502;12,7020
